Analyst Username,URL Username,Ticker,Quarter,Reports,Published,EPS,Revenue
rsreina,rsreina,"<strong class=""profile-tbl-ticker"">AVGO</strong>",Q4 2023,"Dec 7, 2023 <abbr title=""After Market Closes"">AMC</abbr>","Nov 22, 2023",11.03,"9,320"
rsreina,rsreina,"<strong class=""profile-tbl-ticker"">COST</strong>",Q1 2024,"Dec 14, 2023 <abbr title=""Before Market Opens"">BMO</abbr>","Nov 22, 2023",3.47,"57,925"
rsreina,rsreina,"<strong class=""profile-tbl-ticker"">GIS</strong>",Q2 2024,"Dec 20, 2023 <abbr title=""Before Market Opens"">BMO</abbr>","Nov 22, 2023",1.17,"5,405"
rsreina,rsreina,"<strong class=""profile-tbl-ticker"">NKE</strong>",Q2 2024,"Dec 21, 2023 <abbr title=""After Market Closes"">AMC</abbr>","Nov 22, 2023",0.89,"13,500"
Analyst_8891778,analyst_8891778,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_8891778,analyst_8891778,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_5193035,analyst_5193035,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_4294533,analyst_4294533,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_796630,analyst_796630,"<strong class=""profile-tbl-ticker"">BABA</strong>",Q2 2021,</div> 22 / 108,24,-3,21
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
neselibeyin,neselibeyin,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
SelectiveTrade,selectivetrade,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
VanderVan15,vandervan15,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_7562735,analyst_7562735,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_7562735,analyst_7562735,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_7562735,analyst_7562735,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_7562735,analyst_7562735,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vitaly,analyst_4487839,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_1554530,analyst_1554530,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_8422329,analyst_8422329,"<strong class=""profile-tbl-ticker"">TSLA</strong>",Q4 2021,</div> 270 / 359,-6,-5,-11
garykimmel,garykimmel,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
